comune,area,regione,sigla
Monteverde,Sud,Campania,AV
Morra De Sanctis,Sud,Campania,AV
Moschiano,Sud,Campania,AV
Mugnano del Cardinale,Sud,Campania,AV
Nusco,Sud,Campania,AV
Ospedaletto d'Alpinolo,Sud,Campania,AV
Pago del Vallo di Lauro,Sud,Campania,AV
Parolise,Sud,Campania,AV
Paternopoli,Sud,Campania,AV
Petruro Irpino,Sud,Campania,AV
Pietradefusi,Sud,Campania,AV
Pietrastornina,Sud,Campania,AV
Prata di Principato Ultra,Sud,Campania,AV
Pratola Serra,Sud,Campania,AV
Quadrelle,Sud,Campania,AV
Quindici,Sud,Campania,AV
Roccabascerana,Sud,Campania,AV
Rocca San Felice,Sud,Campania,AV
Rotondi,Sud,Campania,AV
Salza Irpina,Sud,Campania,AV
San Mango sul Calore,Sud,Campania,AV
San Martino Valle Caudina,Sud,Campania,AV
San Michele di Serino,Sud,Campania,AV
San Nicola Baronia,Sud,Campania,AV
San Potito Ultra,Sud,Campania,AV
San Sossio Baronia,Sud,Campania,AV
Santa Lucia di Serino,Sud,Campania,AV
Sant'Andrea di Conza,Sud,Campania,AV
Sant'Angelo all'Esca,Sud,Campania,AV
Sant'Angelo a Scala,Sud,Campania,AV
Sant'Angelo dei Lombardi,Sud,Campania,AV
Santa Paolina,Sud,Campania,AV
Santo Stefano del Sole,Sud,Campania,AV
Savignano Irpino,Sud,Campania,AV
Scampitella,Sud,Campania,AV
Senerchia,Sud,Campania,AV
Serino,Sud,Campania,AV
Sirignano,Sud,Campania,AV
Solofra,Sud,Campania,AV
Sorbo Serpico,Sud,Campania,AV
Sperone,Sud,Campania,AV
Sturno,Sud,Campania,AV
Summonte,Sud,Campania,AV
Taurano,Sud,Campania,AV
Taurasi,Sud,Campania,AV
Teora,Sud,Campania,AV
Torella dei Lombardi,Sud,Campania,AV
Torre Le Nocelle,Sud,Campania,AV
Torrioni,Sud,Campania,AV
Trevico,Sud,Campania,AV
Tufo,Sud,Campania,AV
Vallata,Sud,Campania,AV
Vallesaccarda,Sud,Campania,AV
Venticano,Sud,Campania,AV
Villamaina,Sud,Campania,AV
Villanova del Battista,Sud,Campania,AV
Volturara Irpina,Sud,Campania,AV
Zungoli,Sud,Campania,AV
Montoro,Sud,Campania,AV
Acerno,Sud,Campania,SA
Agropoli,Sud,Campania,SA
Albanella,Sud,Campania,SA
Alfano,Sud,Campania,SA
Altavilla Silentina,Sud,Campania,SA
Amalfi,Sud,Campania,SA
Angri,Sud,Campania,SA
Aquara,Sud,Campania,SA
Ascea,Sud,Campania,SA
Atena Lucana,Sud,Campania,SA
Atrani,Sud,Campania,SA
Auletta,Sud,Campania,SA
Baronissi,Sud,Campania,SA
Battipaglia,Sud,Campania,SA
Bellosguardo,Sud,Campania,SA
Bracigliano,Sud,Campania,SA
Buccino,Sud,Campania,SA
Buonabitacolo,Sud,Campania,SA
Caggiano,Sud,Campania,SA
Calvanico,Sud,Campania,SA
Camerota,Sud,Campania,SA
Campagna,Sud,Campania,SA
Campora,Sud,Campania,SA
Cannalonga,Sud,Campania,SA
Capaccio Paestum,Sud,Campania,SA
Casalbuono,Sud,Campania,SA
Casaletto Spartano,Sud,Campania,SA
Casal Velino,Sud,Campania,SA
Caselle in Pittari,Sud,Campania,SA
Castelcivita,Sud,Campania,SA
Castellabate,Sud,Campania,SA
Castelnuovo Cilento,Sud,Campania,SA
Castelnuovo di Conza,Sud,Campania,SA
Castel San Giorgio,Sud,Campania,SA
Castel San Lorenzo,Sud,Campania,SA
Castiglione del Genovesi,Sud,Campania,SA
Cava de' Tirreni,Sud,Campania,SA
Celle di Bulgheria,Sud,Campania,SA
Centola,Sud,Campania,SA
Ceraso,Sud,Campania,SA
Cetara,Sud,Campania,SA
Cicerale,Sud,Campania,SA
Colliano,Sud,Campania,SA
Conca dei Marini,Sud,Campania,SA
Controne,Sud,Campania,SA
Contursi Terme,Sud,Campania,SA
Corbara,Sud,Campania,SA
Corleto Monforte,Sud,Campania,SA
Cuccaro Vetere,Sud,Campania,SA
Eboli,Sud,Campania,SA
Felitto,Sud,Campania,SA
Fisciano,Sud,Campania,SA
Furore,Sud,Campania,SA
Futani,Sud,Campania,SA
Giffoni Sei Casali,Sud,Campania,SA
Giffoni Valle Piana,Sud,Campania,SA
Gioi,Sud,Campania,SA
Giungano,Sud,Campania,SA
Ispani,Sud,Campania,SA
Laureana Cilento,Sud,Campania,SA
Laurino,Sud,Campania,SA
Laurito,Sud,Campania,SA
Laviano,Sud,Campania,SA
Lustra,Sud,Campania,SA
Magliano Vetere,Sud,Campania,SA
Maiori,Sud,Campania,SA
Mercato San Severino,Sud,Campania,SA
Minori,Sud,Campania,SA
Moio della Civitella,Sud,Campania,SA
Montano Antilia,Sud,Campania,SA
Montecorice,Sud,Campania,SA
Montecorvino Pugliano,Sud,Campania,SA
Montecorvino Rovella,Sud,Campania,SA
Monteforte Cilento,Sud,Campania,SA
Monte San Giacomo,Sud,Campania,SA
Montesano sulla Marcellana,Sud,Campania,SA
Morigerati,Sud,Campania,SA
Nocera Inferiore,Sud,Campania,SA
Nocera Superiore,Sud,Campania,SA
Novi Velia,Sud,Campania,SA
Ogliastro Cilento,Sud,Campania,SA
Olevano sul Tusciano,Sud,Campania,SA
Oliveto Citra,Sud,Campania,SA
Omignano,Sud,Campania,SA
Orria,Sud,Campania,SA
Ottati,Sud,Campania,SA
Padula,Sud,Campania,SA
Pagani,Sud,Campania,SA
Palomonte,Sud,Campania,SA
Pellezzano,Sud,Campania,SA
Perdifumo,Sud,Campania,SA
Perito,Sud,Campania,SA
Pertosa,Sud,Campania,SA
Petina,Sud,Campania,SA
Piaggine,Sud,Campania,SA
Pisciotta,Sud,Campania,SA
Polla,Sud,Campania,SA
Pollica,Sud,Campania,SA
Pontecagnano Faiano,Sud,Campania,SA
Positano,Sud,Campania,SA
Postiglione,Sud,Campania,SA
Praiano,Sud,Campania,SA
Prignano Cilento,Sud,Campania,SA
Ravello,Sud,Campania,SA
Ricigliano,Sud,Campania,SA
Roccadaspide,Sud,Campania,SA
Roccagloriosa,Sud,Campania,SA
Roccapiemonte,Sud,Campania,SA
Rofrano,Sud,Campania,SA
Romagnano al Monte,Sud,Campania,SA
Roscigno,Sud,Campania,SA
Rutino,Sud,Campania,SA
Sacco,Sud,Campania,SA
Sala Consilina,Sud,Campania,SA
Salento,Sud,Campania,SA
Salerno,Sud,Campania,SA
Salvitelle,Sud,Campania,SA
San Cipriano Picentino,Sud,Campania,SA
San Giovanni a Piro,Sud,Campania,SA
San Gregorio Magno,Sud,Campania,SA
San Mango Piemonte,Sud,Campania,SA
San Marzano sul Sarno,Sud,Campania,SA
San Mauro Cilento,Sud,Campania,SA
San Mauro la Bruca,Sud,Campania,SA
San Pietro al Tanagro,Sud,Campania,SA
San Rufo,Sud,Campania,SA
Santa Marina,Sud,Campania,SA
Sant'Angelo a Fasanella,Sud,Campania,SA
Sant'Arsenio,Sud,Campania,SA
Sant'Egidio del Monte Albino,Sud,Campania,SA
Santomenna,Sud,Campania,SA
San Valentino Torio,Sud,Campania,SA
Sanza,Sud,Campania,SA
Sapri,Sud,Campania,SA
Sarno,Sud,Campania,SA
Sassano,Sud,Campania,SA
Scafati,Sud,Campania,SA
Scala,Sud,Campania,SA
Serramezzana,Sud,Campania,SA
Serre,Sud,Campania,SA
Sessa Cilento,Sud,Campania,SA
Siano,Sud,Campania,SA
Sicignano degli Alburni,Sud,Campania,SA
Stella Cilento,Sud,Campania,SA
Stio,Sud,Campania,SA
Teggiano,Sud,Campania,SA
Torchiara,Sud,Campania,SA
Torraca,Sud,Campania,SA
Torre Orsaia,Sud,Campania,SA
Tortorella,Sud,Campania,SA
Tramonti,Sud,Campania,SA
Trentinara,Sud,Campania,SA
Valle dell'Angelo,Sud,Campania,SA
Vallo della Lucania,Sud,Campania,SA
Valva,Sud,Campania,SA
Vibonati,Sud,Campania,SA
Vietri sul Mare,Sud,Campania,SA
Bellizzi,Sud,Campania,SA
Accadia,Sud,Puglia,FG
Alberona,Sud,Puglia,FG
Anzano di Puglia,Sud,Puglia,FG
Apricena,Sud,Puglia,FG
Ascoli Satriano,Sud,Puglia,FG
Biccari,Sud,Puglia,FG
Bovino,Sud,Puglia,FG
Cagnano Varano,Sud,Puglia,FG
Candela,Sud,Puglia,FG
Carapelle,Sud,Puglia,FG
Carlantino,Sud,Puglia,FG
Carpino,Sud,Puglia,FG
Casalnuovo Monterotaro,Sud,Puglia,FG
Casalvecchio di Puglia,Sud,Puglia,FG
Castelluccio dei Sauri,Sud,Puglia,FG
Castelluccio Valmaggiore,Sud,Puglia,FG
Castelnuovo della Daunia,Sud,Puglia,FG
Celenza Valfortore,Sud,Puglia,FG
Celle di San Vito,Sud,Puglia,FG
Cerignola,Sud,Puglia,FG
Chieuti,Sud,Puglia,FG
Deliceto,Sud,Puglia,FG
Faeto,Sud,Puglia,FG
Foggia,Sud,Puglia,FG
Ischitella,Sud,Puglia,FG
Isole Tremiti,Sud,Puglia,FG
Lesina,Sud,Puglia,FG
Lucera,Sud,Puglia,FG
Manfredonia,Sud,Puglia,FG
Mattinata,Sud,Puglia,FG
Monteleone di Puglia,Sud,Puglia,FG
Monte Sant'Angelo,Sud,Puglia,FG
Motta Montecorvino,Sud,Puglia,FG
Orsara di Puglia,Sud,Puglia,FG
Orta Nova,Sud,Puglia,FG
Panni,Sud,Puglia,FG
Peschici,Sud,Puglia,FG
Pietramontecorvino,Sud,Puglia,FG
Poggio Imperiale,Sud,Puglia,FG
Rignano Garganico,Sud,Puglia,FG
Rocchetta Sant'Antonio,Sud,Puglia,FG
Rodi Garganico,Sud,Puglia,FG
Roseto Valfortore,Sud,Puglia,FG
San Giovanni Rotondo,Sud,Puglia,FG
San Marco in Lamis,Sud,Puglia,FG
San Marco la Catola,Sud,Puglia,FG
San Nicandro Garganico,Sud,Puglia,FG
San Paolo di Civitate,Sud,Puglia,FG
San Severo,Sud,Puglia,FG
Sant'Agata di Puglia,Sud,Puglia,FG
Serracapriola,Sud,Puglia,FG
Stornara,Sud,Puglia,FG
Stornarella,Sud,Puglia,FG
Torremaggiore,Sud,Puglia,FG
Troia,Sud,Puglia,FG
Vico del Gargano,Sud,Puglia,FG
Vieste,Sud,Puglia,FG
Volturara Appula,Sud,Puglia,FG
Volturino,Sud,Puglia,FG
Ordona,Sud,Puglia,FG
Zapponeta,Sud,Puglia,FG
Acquaviva delle Fonti,Sud,Puglia,BA
Adelfia,Sud,Puglia,BA
Alberobello,Sud,Puglia,BA
Altamura,Sud,Puglia,BA
Bari,Sud,Puglia,BA
Binetto,Sud,Puglia,BA
Bitetto,Sud,Puglia,BA
Bitonto,Sud,Puglia,BA
Bitritto,Sud,Puglia,BA
Capurso,Sud,Puglia,BA
Casamassima,Sud,Puglia,BA
Cassano delle Murge,Sud,Puglia,BA
Castellana Grotte,Sud,Puglia,BA
Cellamare,Sud,Puglia,BA
Conversano,Sud,Puglia,BA
Corato,Sud,Puglia,BA
Gioia del Colle,Sud,Puglia,BA
Giovinazzo,Sud,Puglia,BA
Gravina in Puglia,Sud,Puglia,BA
Grumo Appula,Sud,Puglia,BA
Locorotondo,Sud,Puglia,BA
Modugno,Sud,Puglia,BA
Mola di Bari,Sud,Puglia,BA
Molfetta,Sud,Puglia,BA
Monopoli,Sud,Puglia,BA
Noci,Sud,Puglia,BA
Noicattaro,Sud,Puglia,BA
Palo del Colle,Sud,Puglia,BA
Poggiorsini,Sud,Puglia,BA
Polignano a Mare,Sud,Puglia,BA
Putignano,Sud,Puglia,BA
Rutigliano,Sud,Puglia,BA
Ruvo di Puglia,Sud,Puglia,BA
Sammichele di Bari,Sud,Puglia,BA
Sannicandro di Bari,Sud,Puglia,BA
Santeramo in Colle,Sud,Puglia,BA
Terlizzi,Sud,Puglia,BA
Toritto,Sud,Puglia,BA
Triggiano,Sud,Puglia,BA
Turi,Sud,Puglia,BA
Valenzano,Sud,Puglia,BA
Avetrana,Sud,Puglia,TA
Carosino,Sud,Puglia,TA
Castellaneta,Sud,Puglia,TA
Crispiano,Sud,Puglia,TA
Faggiano,Sud,Puglia,TA
Fragagnano,Sud,Puglia,TA
Ginosa,Sud,Puglia,TA
Grottaglie,Sud,Puglia,TA
Laterza,Sud,Puglia,TA
Leporano,Sud,Puglia,TA
Lizzano,Sud,Puglia,TA
Manduria,Sud,Puglia,TA
Martina Franca,Sud,Puglia,TA
Maruggio,Sud,Puglia,TA
Massafra,Sud,Puglia,TA
Monteiasi,Sud,Puglia,TA
Montemesola,Sud,Puglia,TA
Monteparano,Sud,Puglia,TA
Mottola,Sud,Puglia,TA
Palagianello,Sud,Puglia,TA
Palagiano,Sud,Puglia,TA
Pulsano,Sud,Puglia,TA
Roccaforzata,Sud,Puglia,TA
San Giorgio Ionico,Sud,Puglia,TA
San Marzano di San Giuseppe,Sud,Puglia,TA
Sava,Sud,Puglia,TA
Taranto,Sud,Puglia,TA
Torricella,Sud,Puglia,TA
Statte,Sud,Puglia,TA
Brindisi,Sud,Puglia,BR
Carovigno,Sud,Puglia,BR
Ceglie Messapica,Sud,Puglia,BR
Cellino San Marco,Sud,Puglia,BR
Cisternino,Sud,Puglia,BR
Erchie,Sud,Puglia,BR
Fasano,Sud,Puglia,BR
Francavilla Fontana,Sud,Puglia,BR
Latiano,Sud,Puglia,BR
Mesagne,Sud,Puglia,BR
Oria,Sud,Puglia,BR
Ostuni,Sud,Puglia,BR
San Donaci,Sud,Puglia,BR
San Michele Salentino,Sud,Puglia,BR
San Pancrazio Salentino,Sud,Puglia,BR
San Pietro Vernotico,Sud,Puglia,BR
San Vito dei Normanni,Sud,Puglia,BR
Torchiarolo,Sud,Puglia,BR
Torre Santa Susanna,Sud,Puglia,BR
Villa Castelli,Sud,Puglia,BR
Alessano,Sud,Puglia,LE
Alezio,Sud,Puglia,LE
Alliste,Sud,Puglia,LE
Andrano,Sud,Puglia,LE
Aradeo,Sud,Puglia,LE
Arnesano,Sud,Puglia,LE
Bagnolo del Salento,Sud,Puglia,LE
Botrugno,Sud,Puglia,LE
Calimera,Sud,Puglia,LE
Campi Salentina,Sud,Puglia,LE
Cannole,Sud,Puglia,LE
Caprarica di Lecce,Sud,Puglia,LE
Carmiano,Sud,Puglia,LE
Carpignano Salentino,Sud,Puglia,LE
Casarano,Sud,Puglia,LE
Castri di Lecce,Sud,Puglia,LE
Castrignano de' Greci,Sud,Puglia,LE
Castrignano del Capo,Sud,Puglia,LE
Cavallino,Sud,Puglia,LE
Collepasso,Sud,Puglia,LE
Copertino,Sud,Puglia,LE
Corigliano d'Otranto,Sud,Puglia,LE
Corsano,Sud,Puglia,LE
Cursi,Sud,Puglia,LE
Cutrofiano,Sud,Puglia,LE
Diso,Sud,Puglia,LE
Gagliano del Capo,Sud,Puglia,LE
Galatina,Sud,Puglia,LE
Galatone,Sud,Puglia,LE
Gallipoli,Sud,Puglia,LE
Giuggianello,Sud,Puglia,LE
Giurdignano,Sud,Puglia,LE
Guagnano,Sud,Puglia,LE
Lecce,Sud,Puglia,LE
Lequile,Sud,Puglia,LE
Leverano,Sud,Puglia,LE
Lizzanello,Sud,Puglia,LE
Maglie,Sud,Puglia,LE
Martano,Sud,Puglia,LE
Martignano,Sud,Puglia,LE
Matino,Sud,Puglia,LE
Melendugno,Sud,Puglia,LE
Melissano,Sud,Puglia,LE
Melpignano,Sud,Puglia,LE
Miggiano,Sud,Puglia,LE
Minervino di Lecce,Sud,Puglia,LE
Monteroni di Lecce,Sud,Puglia,LE
Montesano Salentino,Sud,Puglia,LE
Morciano di Leuca,Sud,Puglia,LE
Muro Leccese,Sud,Puglia,LE
Nardò,Sud,Puglia,LE
Neviano,Sud,Puglia,LE
Nociglia,Sud,Puglia,LE
Novoli,Sud,Puglia,LE
Ortelle,Sud,Puglia,LE
Otranto,Sud,Puglia,LE
Palmariggi,Sud,Puglia,LE
Parabita,Sud,Puglia,LE
Patù,Sud,Puglia,LE
Poggiardo,Sud,Puglia,LE
Racale,Sud,Puglia,LE
Ruffano,Sud,Puglia,LE
Salice Salentino,Sud,Puglia,LE
Salve,Sud,Puglia,LE
Sanarica,Sud,Puglia,LE
San Cesario di Lecce,Sud,Puglia,LE
San Donato di Lecce,Sud,Puglia,LE
Sannicola,Sud,Puglia,LE
San Pietro in Lama,Sud,Puglia,LE
Santa Cesarea Terme,Sud,Puglia,LE
Scorrano,Sud,Puglia,LE
Seclì,Sud,Puglia,LE
Sogliano Cavour,Sud,Puglia,LE
Soleto,Sud,Puglia,LE
Specchia,Sud,Puglia,LE
Spongano,Sud,Puglia,LE
Squinzano,Sud,Puglia,LE
Sternatia,Sud,Puglia,LE
Supersano,Sud,Puglia,LE
Surano,Sud,Puglia,LE
Surbo,Sud,Puglia,LE
Taurisano,Sud,Puglia,LE
Taviano,Sud,Puglia,LE
Tiggiano,Sud,Puglia,LE
Trepuzzi,Sud,Puglia,LE
Tricase,Sud,Puglia,LE
Tuglie,Sud,Puglia,LE
Ugento,Sud,Puglia,LE
Uggiano la Chiesa,Sud,Puglia,LE
Veglie,Sud,Puglia,LE
Vernole,Sud,Puglia,LE
Zollino,Sud,Puglia,LE
San Cassiano,Sud,Puglia,LE
Castro,Sud,Puglia,LE
Porto Cesareo,Sud,Puglia,LE
Presicce-Acquarica,Sud,Puglia,LE
Andria,Sud,Puglia,BT
Barletta,Sud,Puglia,BT
Bisceglie,Sud,Puglia,BT
Canosa di Puglia,Sud,Puglia,BT
Margherita di Savoia,Sud,Puglia,BT
Minervino Murge,Sud,Puglia,BT
San Ferdinando di Puglia,Sud,Puglia,BT
Spinazzola,Sud,Puglia,BT
Trani,Sud,Puglia,BT
Trinitapoli,Sud,Puglia,BT
Abriola,Sud,Basilicata,PZ
Acerenza,Sud,Basilicata,PZ
Albano di Lucania,Sud,Basilicata,PZ
Anzi,Sud,Basilicata,PZ
Armento,Sud,Basilicata,PZ
Atella,Sud,Basilicata,PZ
Avigliano,Sud,Basilicata,PZ
Balvano,Sud,Basilicata,PZ
Banzi,Sud,Basilicata,PZ
Baragiano,Sud,Basilicata,PZ
Barile,Sud,Basilicata,PZ
Bella,Sud,Basilicata,PZ
Brienza,Sud,Basilicata,PZ
Brindisi Montagna,Sud,Basilicata,PZ
Calvello,Sud,Basilicata,PZ
Calvera,Sud,Basilicata,PZ
Campomaggiore,Sud,Basilicata,PZ
Cancellara,Sud,Basilicata,PZ
Carbone,Sud,Basilicata,PZ
San Paolo Albanese,Sud,Basilicata,PZ
Castelgrande,Sud,Basilicata,PZ
Castelluccio Inferiore,Sud,Basilicata,PZ
Castelluccio Superiore,Sud,Basilicata,PZ
Castelmezzano,Sud,Basilicata,PZ
Castelsaraceno,Sud,Basilicata,PZ
Castronuovo di Sant'Andrea,Sud,Basilicata,PZ
Cersosimo,Sud,Basilicata,PZ
Chiaromonte,Sud,Basilicata,PZ
Corleto Perticara,Sud,Basilicata,PZ
Episcopia,Sud,Basilicata,PZ
Fardella,Sud,Basilicata,PZ
Filiano,Sud,Basilicata,PZ
Forenza,Sud,Basilicata,PZ
Francavilla in Sinni,Sud,Basilicata,PZ
Gallicchio,Sud,Basilicata,PZ
Genzano di Lucania,Sud,Basilicata,PZ
Grumento Nova,Sud,Basilicata,PZ
Guardia Perticara,Sud,Basilicata,PZ
Lagonegro,Sud,Basilicata,PZ
Latronico,Sud,Basilicata,PZ
Laurenzana,Sud,Basilicata,PZ
Lauria,Sud,Basilicata,PZ
Lavello,Sud,Basilicata,PZ
Maratea,Sud,Basilicata,PZ
Marsico Nuovo,Sud,Basilicata,PZ
Marsicovetere,Sud,Basilicata,PZ
Maschito,Sud,Basilicata,PZ
Melfi,Sud,Basilicata,PZ
Missanello,Sud,Basilicata,PZ
Moliterno,Sud,Basilicata,PZ
Montemilone,Sud,Basilicata,PZ
Montemurro,Sud,Basilicata,PZ
Muro Lucano,Sud,Basilicata,PZ
Nemoli,Sud,Basilicata,PZ
Noepoli,Sud,Basilicata,PZ
Oppido Lucano,Sud,Basilicata,PZ
Palazzo San Gervasio,Sud,Basilicata,PZ
Pescopagano,Sud,Basilicata,PZ
Picerno,Sud,Basilicata,PZ
Pietragalla,Sud,Basilicata,PZ
Pietrapertosa,Sud,Basilicata,PZ
Pignola,Sud,Basilicata,PZ
Potenza,Sud,Basilicata,PZ
Rapolla,Sud,Basilicata,PZ
Rapone,Sud,Basilicata,PZ
Rionero in Vulture,Sud,Basilicata,PZ
Ripacandida,Sud,Basilicata,PZ
Rivello,Sud,Basilicata,PZ
Roccanova,Sud,Basilicata,PZ
Rotonda,Sud,Basilicata,PZ
Ruoti,Sud,Basilicata,PZ
Ruvo del Monte,Sud,Basilicata,PZ
San Chirico Nuovo,Sud,Basilicata,PZ
San Chirico Raparo,Sud,Basilicata,PZ
San Costantino Albanese,Sud,Basilicata,PZ
San Fele,Sud,Basilicata,PZ
San Martino d'Agri,Sud,Basilicata,PZ
San Severino Lucano,Sud,Basilicata,PZ
Sant'Angelo Le Fratte,Sud,Basilicata,PZ
Sant'Arcangelo,Sud,Basilicata,PZ
Sarconi,Sud,Basilicata,PZ
Sasso di Castalda,Sud,Basilicata,PZ
Satriano di Lucania,Sud,Basilicata,PZ
Savoia di Lucania,Sud,Basilicata,PZ
Senise,Sud,Basilicata,PZ
Spinoso,Sud,Basilicata,PZ
Teana,Sud,Basilicata,PZ
Terranova di Pollino,Sud,Basilicata,PZ
Tito,Sud,Basilicata,PZ
Tolve,Sud,Basilicata,PZ
Tramutola,Sud,Basilicata,PZ
Trecchina,Sud,Basilicata,PZ
Trivigno,Sud,Basilicata,PZ
Vaglio Basilicata,Sud,Basilicata,PZ
Venosa,Sud,Basilicata,PZ
Vietri di Potenza,Sud,Basilicata,PZ
Viggianello,Sud,Basilicata,PZ
Viggiano,Sud,Basilicata,PZ
Ginestra,Sud,Basilicata,PZ
Paterno,Sud,Basilicata,PZ
Accettura,Sud,Basilicata,MT
Aliano,Sud,Basilicata,MT
Bernalda,Sud,Basilicata,MT
Calciano,Sud,Basilicata,MT
Cirigliano,Sud,Basilicata,MT
Colobraro,Sud,Basilicata,MT
Craco,Sud,Basilicata,MT
Ferrandina,Sud,Basilicata,MT
Garaguso,Sud,Basilicata,MT
Gorgoglione,Sud,Basilicata,MT
Grassano,Sud,Basilicata,MT
Grottole,Sud,Basilicata,MT
Irsina,Sud,Basilicata,MT
Matera,Sud,Basilicata,MT
Miglionico,Sud,Basilicata,MT
Montalbano Jonico,Sud,Basilicata,MT
Montescaglioso,Sud,Basilicata,MT
Nova Siri,Sud,Basilicata,MT
Oliveto Lucano,Sud,Basilicata,MT
Pisticci,Sud,Basilicata,MT
Policoro,Sud,Basilicata,MT
Pomarico,Sud,Basilicata,MT
Rotondella,Sud,Basilicata,MT
Salandra,Sud,Basilicata,MT
San Giorgio Lucano,Sud,Basilicata,MT
San Mauro Forte,Sud,Basilicata,MT
Stigliano,Sud,Basilicata,MT
Tricarico,Sud,Basilicata,MT
Tursi,Sud,Basilicata,MT
Valsinni,Sud,Basilicata,MT
Scanzano Jonico,Sud,Basilicata,MT
Acquaformosa,Sud,Calabria,CS
Acquappesa,Sud,Calabria,CS
Acri,Sud,Calabria,CS
Aiello Calabro,Sud,Calabria,CS
Aieta,Sud,Calabria,CS
Albidona,Sud,Calabria,CS
Alessandria del Carretto,Sud,Calabria,CS
Altilia,Sud,Calabria,CS
Altomonte,Sud,Calabria,CS
Amantea,Sud,Calabria,CS
Amendolara,Sud,Calabria,CS
Aprigliano,Sud,Calabria,CS
Belmonte Calabro,Sud,Calabria,CS
Belsito,Sud,Calabria,CS
Belvedere Marittimo,Sud,Calabria,CS
Bianchi,Sud,Calabria,CS
Bisignano,Sud,Calabria,CS
Bocchigliero,Sud,Calabria,CS
Bonifati,Sud,Calabria,CS
Buonvicino,Sud,Calabria,CS
Calopezzati,Sud,Calabria,CS
Caloveto,Sud,Calabria,CS
Campana,Sud,Calabria,CS
Canna,Sud,Calabria,CS
Cariati,Sud,Calabria,CS
Carolei,Sud,Calabria,CS
Carpanzano,Sud,Calabria,CS
Cassano all'Ionio,Sud,Calabria,CS
Castiglione Cosentino,Sud,Calabria,CS
Castrolibero,Sud,Calabria,CS
Castroregio,Sud,Calabria,CS
Castrovillari,Sud,Calabria,CS
Celico,Sud,Calabria,CS
Cellara,Sud,Calabria,CS
Cerchiara di Calabria,Sud,Calabria,CS
Cerisano,Sud,Calabria,CS
Cervicati,Sud,Calabria,CS
Cerzeto,Sud,Calabria,CS
Cetraro,Sud,Calabria,CS
Civita,Sud,Calabria,CS
Cleto,Sud,Calabria,CS
Colosimi,Sud,Calabria,CS
Cosenza,Sud,Calabria,CS
Cropalati,Sud,Calabria,CS
Crosia,Sud,Calabria,CS
Diamante,Sud,Calabria,CS
Dipignano,Sud,Calabria,CS
Domanico,Sud,Calabria,CS
Fagnano Castello,Sud,Calabria,CS
Falconara Albanese,Sud,Calabria,CS
Figline Vegliaturo,Sud,Calabria,CS
Firmo,Sud,Calabria,CS
Fiumefreddo Bruzio,Sud,Calabria,CS
Francavilla Marittima,Sud,Calabria,CS
Frascineto,Sud,Calabria,CS
Fuscaldo,Sud,Calabria,CS
Grimaldi,Sud,Calabria,CS
Grisolia,Sud,Calabria,CS
Guardia Piemontese,Sud,Calabria,CS
Lago,Sud,Calabria,CS
Laino Borgo,Sud,Calabria,CS
Laino Castello,Sud,Calabria,CS
Lappano,Sud,Calabria,CS
Lattarico,Sud,Calabria,CS
Longobardi,Sud,Calabria,CS
Longobucco,Sud,Calabria,CS
Lungro,Sud,Calabria,CS
Luzzi,Sud,Calabria,CS
Maierà,Sud,Calabria,CS
Malito,Sud,Calabria,CS
Malvito,Sud,Calabria,CS
Mandatoriccio,Sud,Calabria,CS
Mangone,Sud,Calabria,CS
Marano Marchesato,Sud,Calabria,CS
Marano Principato,Sud,Calabria,CS
Marzi,Sud,Calabria,CS
Mendicino,Sud,Calabria,CS
Mongrassano,Sud,Calabria,CS
Montalto Uffugo,Sud,Calabria,CS
Montegiordano,Sud,Calabria,CS
Morano Calabro,Sud,Calabria,CS
Mormanno,Sud,Calabria,CS
Mottafollone,Sud,Calabria,CS
Nocara,Sud,Calabria,CS
Oriolo,Sud,Calabria,CS
Orsomarso,Sud,Calabria,CS
Paludi,Sud,Calabria,CS
Panettieri,Sud,Calabria,CS
Paola,Sud,Calabria,CS
Papasidero,Sud,Calabria,CS
Parenti,Sud,Calabria,CS
Paterno Calabro,Sud,Calabria,CS
Pedivigliano,Sud,Calabria,CS
Piane Crati,Sud,Calabria,CS
Pietrafitta,Sud,Calabria,CS
Pietrapaola,Sud,Calabria,CS
Plataci,Sud,Calabria,CS
Praia a Mare,Sud,Calabria,CS
Rende,Sud,Calabria,CS
Rocca Imperiale,Sud,Calabria,CS
Roggiano Gravina,Sud,Calabria,CS
Rogliano,Sud,Calabria,CS
Rose,Sud,Calabria,CS
Roseto Capo Spulico,Sud,Calabria,CS
Rota Greca,Sud,Calabria,CS
Rovito,Sud,Calabria,CS
San Basile,Sud,Calabria,CS
San Benedetto Ullano,Sud,Calabria,CS
San Cosmo Albanese,Sud,Calabria,CS
San Demetrio Corone,Sud,Calabria,CS
San Donato di Ninea,Sud,Calabria,CS
San Fili,Sud,Calabria,CS
Sangineto,Sud,Calabria,CS
San Giorgio Albanese,Sud,Calabria,CS
San Giovanni in Fiore,Sud,Calabria,CS
San Lorenzo Bellizzi,Sud,Calabria,CS
San Lorenzo del Vallo,Sud,Calabria,CS
San Lucido,Sud,Calabria,CS
San Marco Argentano,Sud,Calabria,CS
San Martino di Finita,Sud,Calabria,CS
San Nicola Arcella,Sud,Calabria,CS
San Pietro in Amantea,Sud,Calabria,CS
